"tweet_id";"content";"user_id";"isPositive"
"145";"Koalisi Golkar-PDIP di Pilkada Jabar Dipastikan Jalan Terus https://t.co/3mt1Xshmk3";"Bobby";"0.5"
"146";"Koalisi Golkar-PDIP di Pilkada Jabar Dipastikan Jalan Terus https://t.co/3mt1Xshmk3";"Ti";"0.5"
"147";"PKS, PAN Gelar Nobar, Gerindra, PPP &amp Golkar Dukung Nobar Film G30S/PKI, Demokrat Semoga Menyusul. PDIP, Nasdem, PSI Katanya Saya Pancas";"#SAVE ROHINGYA...";"1"
"148";"Ayo golkar masa mau sih di ancam2 pdip ðŸ˜ƒðŸ˜ƒ https://t.co/nxrgzGRkRu";"Mak DangÂ®";"0"
"149";"Koalisi Golkar-PDIP di Pilkada Jabar Dipastikan Jalan Terus https://t.co/3mt1Xshmk3";"Thya_thea";"0.5"
"150";"PKS, PAN Gelar Nobar, Gerindra, PPP &amp Golkar Dukung Nobar Film G30S/PKI, Demokrat Semoga Menyusul. PDIP, Nasdem, PSI Katanya Saya Pancas";"Francois Mohede";"1"
"151";"PDIP Ancam Tinggalkan Golkar Jika Usung Ridwan Kamil di Pilgub Jabar https://t.co/epJwcw8n6p";"Cyber Ndeso #NoHoax";"0"
"152";"PKS, PAN Gelar Nobar, Gerindra, PPP &amp Golkar Dukung Nobar Film G30S/PKI, Demokrat Semoga Menyusul. PDIP, Nasdem, PSI Katanya Saya Pancas";"Ball23";"1"
"153";"PKS, PAN Gelar Nobar, Gerindra, PPP &amp Golkar Dukung Nobar Film G30S/PKI, Demokrat Semoga Menyusul. PDIP, Nasdem, PSI Katanya Saya Pancas";"..tegakkankeadilan..";"1"
"154";"Koalisi Golkar-PDIP di Pilkada Jabar Dipastikan Jalan Terus https://t.co/3mt1Xshmk3";"VIVAcoid";"0.5"
"155";"PKS, PAN Gelar Nobar, Gerindra, PPP &amp Golkar Dukung Nobar Film G30S/PKI, Demokrat Semoga Menyusul. PDIP, Nasdem, PSI Katanya Saya Pancas";"Revolusi Putih";"1"
"156";"PKS, PAN Gelar Nobar, Gerindra, PPP &amp Golkar Dukung Nobar Film G30S/PKI, Demokrat Semoga Menyusul. PDIP, Nasdem, PSI Katanya Saya Pancas";"BUNG PARNOðŸ™ˆ";"0.5"
"157";"Setelah GerIndRa PKS kurang akur, giliran Golkar PDIP. PilGub JaBar memanas. Kelahi lagi sesama kawan. Politik oh politik. https://t.co/ghow";"ROe";"0"
"158";"PKS, PAN Gelar Nobar, Gerindra, PPP &amp Golkar Dukung Nobar Film G30S/PKI, Demokrat Semoga Menyusul. PDIP, Nasdem, PSI Katanya Saya Pancas";"SepatuKulitGraphity";"1"
"159";"PKS, PAN Gelar Nobar, Gerindra, PPP &amp Golkar Dukung Nobar Film G30S/PKI, Demokrat Semoga Menyusul. PDIP, Nasdem, PSI Katanya Saya Pancas";"PencariKebnranSejati";"1"
"160";"PKS, PAN Gelar Nobar, Gerindra, PPP &amp Golkar Dukung Nobar Film G30S/PKI, Demokrat Semoga Menyusul. PDIP, Nasdem, PSI Katanya Saya Pancas";"Cebong Beracun";"1"
"161";"PKS, PAN Gelar Nobar, Gerindra, PPP &amp Golkar Dukung Nobar Film G30S/PKI, Demokrat Semoga Menyusul. PDIP, Nasdem, PSI Katanya Saya Pancas";"Rakyat Jelata";"1"
"162";"PKS, PAN Gelar Nobar, Gerindra, PPP &amp Golkar Dukung Nobar Film G30S/PKI, Demokrat Semoga Menyusul. PDIP, Nasdem, PSI Katanya Saya Pancas";"212";"1"
"163";"PKS, PAN Gelar Nobar, Gerindra, PPP &amp Golkar Dukung Nobar Film G30S/PKI, Demokrat Semoga Menyusul. PDIP, Nasdem, PSI Katanya Saya Pancas";"Devin R";"1"
"164";"PKS, PAN Gelar Nobar, Gerindra, PPP &amp Golkar Dukung Nobar Film G30S/PKI, Demokrat Semoga Menyusul. PDIP, Nasdem, PSI Katanya Saya Pancas";"Batam SATU";"1"
"165";"PKS, PAN Gelar Nobar, Gerindra, PPP &amp Golkar Dukung Nobar Film G30S/PKI, Demokrat Semoga Menyusul. PDIP, Nasdem, PSI Katanya Saya Pancas";"senopati perang";"1"
"166";"PKS, PAN Gelar Nobar, Gerindra, PPP &amp Golkar Dukung Nobar Film G30S/PKI, Demokrat Semoga Menyusul. PDIP, Nasdem, PSI Katanya Saya Pancas";"tommy";"1"
"167";"PKS, PAN Gelar Nobar, Gerindra, PPP &amp Golkar Dukung Nobar Film G30S/PKI, Demokrat Semoga Menyusul. PDIP, Nasdem, PSI Katanya Saya Pancas";"Agus Saryo";"1"
"168";"PDIP Ancam Tinggalkan Golkar Jika Usung Ridwan Kamil di Pilgub Jabar https://t.co/dlAwQ84aOF";"suhewaska";"0"
"169";"@maman1965 Selain itu ada concern ini juga. Bingung euy. https://t.co/wZRUjcZkR1";"Lukman Adlin Harahap";"0.5"
"170";"PKS, PAN Gelar Nobar, Gerindra, PPP &amp Golkar Dukung Nobar Film G30S/PKI, Demokrat Semoga Menyusul. PDIP, Nasdem, PSI Katanya Saya Pancas";"Bunk Zae";"1"
"171";"PKS, PAN Gelar Nobar, Gerindra, PPP &amp Golkar Dukung Nobar Film G30S/PKI, Demokrat Semoga Menyusul. PDIP, Nasdem, PSI Katanya Saya Pancas";"Chandra";"1"
"172";"Surat Dukung Ridwan Kamil Muncul, Koalisi Golkar-PDIP Retak? https://t.co/SwN36u09qP";"Arahgunung";"0.5"
"173";"PKS, PAN Gelar Nobar, Gerindra, PPP &amp Golkar Dukung Nobar Film G30S/PKI, Demokrat Semoga Menyusul. PDIP, Nasdem, PSI Katanya Saya Pancas";"Yanto Sanjaya";"1"
"174";"PKS, PAN Gelar Nobar, Gerindra, PPP &amp Golkar Dukung Nobar Film G30S/PKI, Demokrat Semoga Menyusul. PDIP, Nasdem, PSI Katanya Saya Pancas";"PIPIT";"1"
"175";"PKS, PAN Gelar Nobar, Gerindra, PPP &amp Golkar Dukung Nobar Film G30S/PKI, Demokrat Semoga Menyusul. PDIP, Nasdem, PSI Katanya Saya Pancas";"Eng Ahmad Prijatno";"1"
"176";"PKS, PAN Gelar Nobar, Gerindra, PPP &amp Golkar Dukung Nobar Film G30S/PKI, Demokrat Semoga Menyusul. PDIP, Nasdem, PSI Katanya Saya Pancas";"MUHAMAD DHANI";"1"
"177";"PKS, PAN Gelar Nobar, Gerindra, PPP &amp Golkar Dukung Nobar Film G30S/PKI, Demokrat Semoga Menyusul. PDIP, Nasdem, PSI Katanya Saya Pancas";"DPD KNPI TANGSEL";"1"
"178";"PKS, PAN Gelar Nobar, Gerindra, PPP &amp Golkar Dukung Nobar Film G30S/PKI, Demokrat Semoga Menyusul. PDIP, Nasdem, PSI Katanya Saya Pancas";"vespajelata";"1"
"179";"Surat Dukung Ridwan Kamil Muncul, Koalisi Golkar-PDIP Retak? https://t.co/5ZWh5iW6vc";"PDIP Online";"0.5"
"180";"PKS, PAN Gelar Nobar, Gerindra, PPP &amp Golkar Dukung Nobar Film G30S/PKI, Demokrat Semoga Menyusul. PDIP, Nasdem, PSI Katanya Saya Pancas";"sudigda";"1"
"181";"PKS, PAN Gelar Nobar, Gerindra, PPP &amp Golkar Dukung Nobar Film G30S/PKI, Demokrat Semoga Menyusul. PDIP, Nasdem, PSI Katanya Saya Pancas";"muhammad bagus";"1"
"182";"Surat Dukung Ridwan Kamil Muncul, Koalisi Golkar-PDIP Retak? https://t.co/t5kbj4CAKS";"Radisa";"0.5"
"183";"PKS, PAN Gelar Nobar, Gerindra, PPP &amp Golkar Dukung Nobar Film G30S/PKI, Demokrat Semoga Menyusul. PDIP, Nasdem, PSI Katanya Saya Pancas";"#SaveRohingya";"1"
"184";"PKS, PAN Gelar Nobar, Gerindra, PPP &amp Golkar Dukung Nobar Film G30S/PKI, Demokrat Semoga Menyusul. PDIP, Nasdem, PSI Katanya Saya Pancas";"Alhamdulillah.";"1"
"185";"@PartaiPDIP Pansus Hak Angket KPK yg dimotori PDIP dan Golkar tampak makin kalap. Makin memuakkan. Nanti 2019, gantian kita angket kedua par";"Somba Pratama";"0"
"186";"PKS, PAN Gelar Nobar, Gerindra, PPP &amp Golkar Dukung Nobar Film G30S/PKI, Demokrat Semoga Menyusul. PDIP, Nasdem, PSI Katanya Saya Pancas";"firmancell";"1"
"187";"PKS, PAN Gelar Nobar, Gerindra, PPP &amp Golkar Dukung Nobar Film G30S/PKI, Demokrat Semoga Menyusul. PDIP, Nasdem, PSI Katanya Saya Pancas";"Akbar 99";"1"
"188";"Surat Dukung Ridwan Kamil Muncul, Koalisi Golkar-PDIP Retak? - https://t.co/4rD9gE2PSv #JumatBerkah #VideoIndones... https://t.co/TEqewJdBtC";"sigwecom";"0.5"
"189";"PKS, PAN Gelar Nobar, Gerindra, PPP &amp Golkar Dukung Nobar Film G30S/PKI, Demokrat Semoga Menyusul. PDIP, Nasdem, PSI Katanya Saya Pancas";"tijikabeh";"1"
"190";"@maspiyuuu Mantap... Muslim Vote Muslim.... Jangan pilih kandidat yang diusung Partai Pendukung Penista Agama (PDIP, GOLKAR, NASDEM, HANURA,";"Zoel_Chaidir";"0"
"191";"PKS, PAN Gelar Nobar, Gerindra, PPP &amp Golkar Dukung Nobar Film G30S/PKI, Demokrat Semoga Menyusul. PDIP, Nasdem, PSI Katanya Saya Pancas";"Abdul Aziz";"1"
"192";"PKS, PAN Gelar Nobar, Gerindra, PPP &amp Golkar Dukung Nobar Film G30S/PKI, Demokrat Semoga Menyusul. PDIP, Nasdem, PSI Katanya Saya Pancas";"SangPencerah";"1"
"193";"Surat Dukung Ridwan Kamil Muncul, Koalisi Golkar-PDIP Retak?. https://t.co/g2AfpZ3N8e https://t.co/14E45R4pD3";"Wisma Berita";"0.5"
"194";"PKS, PAN Gelar Nobar, Gerindra, PPP &amp Golkar Dukung Nobar Film G30S/PKI, Demokrat Semoga Menyusul. PDIP, Nasdem, PSI Katanya Saya Pancas";"Kick";"1"
"195";"PKS, PAN Gelar Nobar, Gerindra, PPP &amp Golkar Dukung Nobar Film G30S/PKI, Demokrat Semoga Menyusul. PDIP, Nasdem, PSI Katanya Saya Pancas";"Anugerah Lukman";"1"
"196";"PKS, PAN Gelar Nobar, Gerindra, PPP &amp Golkar Dukung Nobar Film G30S/PKI, Demokrat Semoga Menyusul. PDIP, Nasdem, PSI Katanya Saya Pancas";"M.Taufik Akbar";"1"
"197";"PKS, PAN Gelar Nobar, Gerindra, PPP &amp Golkar Dukung Nobar Film G30S/PKI, Demokrat Semoga Menyusul. PDIP, Nasdem, PSI Katanya Saya Pancas";"Viri Gihantono";"1"
"198";"https://t.co/18q5w1w4Qa :  Surat Dukung Ridwan Kamil Muncul, Koalisi Golkar-PDIP Retak?: Kesepakatanâ€¦ https://t.co/MkQYPimBvj";"Mbah Soleh";"0.5"
"199";"Surat Dukung Ridwan Kamil Muncul, Koalisi Golkar-PDIP Retak? https://t.co/SwN36u09qP";"LadyNocBong";"0.5"
"200";"Surat Dukung Ridwan Kamil Muncul, Koalisi Golkar-PDIP Retak? https://t.co/04RY7GHTI9";"Sinar NKRI";"0.5"
"201";"Surat Dukung Ridwan Kamil Muncul, Koalisi Golkar-PDIP Retak? https://t.co/KQRWHGOpt4";"VIVAcoid";"0.5"
"202";"Surat Dukung Ridwan Kamil Muncul, Koalisi Golkar-PDIP Retak? https://t.co/04RY7GHTI9";"VIVAcoid";"0.5"
"203";"Represi militer &amp pembunuhan terhadap aktivis terjadi saat Megawati berkuasa. #MenolakLupa https://t.co/2d1c2fbguJ https://t.co/LfrWfpW";"R I R I";"0"
"204";"Represi militer &amp pembunuhan terhadap aktivis terjadi saat Megawati berkuasa. #MenolakLupa https://t.co/2d1c2fbguJ https://t.co/LfrWfpW";"A B E";"0"
"205";"@aditz_chandra maksudnya Megawati??";"Gen AMPM Sumbar";"0.5"
"206";"Represi militer &amp pembunuhan terhadap aktivis terjadi saat Megawati berkuasa. #MenolakLupa https://t.co/2d1c2fbguJ https://t.co/LfrWfpW";"ndhr";"0"
"207";"Represi militer &amp pembunuhan terhadap aktivis terjadi saat Megawati berkuasa. #MenolakLupa https://t.co/2d1c2fbguJ https://t.co/LfrWfpW";"Devie Yuliusâ„¢";"0"
"208";"Represi militer &amp pembunuhan terhadap aktivis terjadi saat Megawati berkuasa. #MenolakLupa https://t.co/2d1c2fbguJ https://t.co/LfrWfpW";"#rezimtongkol";"0"
"209";"Represi militer &amp pembunuhan terhadap aktivis terjadi saat Megawati berkuasa. #MenolakLupa https://t.co/2d1c2fbguJ https://t.co/LfrWfpW";"Cyber Ndeso #NoHoax";"0"
"210";"Represi militer &amp pembunuhan terhadap aktivis terjadi saat Megawati berkuasa. #MenolakLupa https://t.co/2d1c2fbguJ https://t.co/LfrWfpW";"M.Yasser";"0"
"211";"Represi militer &amp pembunuhan terhadap aktivis terjadi saat Megawati berkuasa. #MenolakLupa https://t.co/2d1c2fbguJ https://t.co/LfrWfpW";"galih aditya";"0"
"212";"Represi militer &amp pembunuhan terhadap aktivis terjadi saat Megawati berkuasa. #MenolakLupa https://t.co/2d1c2fbguJ https://t.co/LfrWfpW";"Misbah Agoesriandi";"0"
"213";"FMM Tolak Pemberian Gelar Doktor Kehormatan untuk Megawati https://t.co/XxXQGBjMzo";"Adi";"0"
"214";"Represi militer &amp pembunuhan terhadap aktivis terjadi saat Megawati berkuasa. #MenolakLupa https://t.co/2d1c2fbguJ https://t.co/LfrWfpW";"Markistiandi S. F.";"0"
"215";"Represi militer &amp pembunuhan terhadap aktivis terjadi saat Megawati berkuasa. #MenolakLupa https://t.co/2d1c2fbguJ https://t.co/LfrWfpW";"Media Center";"0"
"216";"Represi militer &amp pembunuhan terhadap aktivis terjadi saat Megawati berkuasa. #MenolakLupa https://t.co/2d1c2fbguJ https://t.co/LfrWfpW";"ðŸ‘ï¸ðŸ‘ï¸";"0"
"217";"Represi militer &amp pembunuhan terhadap aktivis terjadi saat Megawati berkuasa. #MenolakLupa https://t.co/2d1c2fbguJ https://t.co/LfrWfpW";"Nana_nir";"0"
"218";"Represi militer &amp pembunuhan terhadap aktivis terjadi saat Megawati berkuasa. #MenolakLupa https://t.co/2d1c2fbguJ https://t.co/LfrWfpW";"Yaya Alesi Ahmad F.";"0"
"219";"@fahriir87 @TheHendryy @TirtoID biasa aja..... no body perfect om. Ketika Megawati berkuasa kan ?? Bukan Megawati yg melakukan... hehehe....";"Camp Nou";"1"
"220";"Represi militer &amp pembunuhan terhadap aktivis terjadi saat Megawati berkuasa. #MenolakLupa https://t.co/2d1c2fbguJ https://t.co/LfrWfpW";"Riky yonda";"0"
"221";"Represi militer &amp pembunuhan terhadap aktivis terjadi saat Megawati berkuasa. #MenolakLupa https://t.co/2d1c2fbguJ https://t.co/LfrWfpW";"Sofyan Hadi";"0"
"222";"Berita: Represi militer &amp pembunuhan terhadap aktivis terjadi saat Megawati berkuasa. #MenolakLupa â€¦ https://t.co/dU3O1tLHkp";"Safira Eka Landi";"0"
"223";"Represi militer &amp pembunuhan terhadap aktivis terjadi saat Megawati berkuasa. #MenolakLupa https://t.co/2d1c2fbguJ https://t.co/LfrWfpW";"sistha pavitrasari";"0"
"224";"Represi militer &amp pembunuhan terhadap aktivis terjadi saat Megawati berkuasa. #MenolakLupa https://t.co/2d1c2fbguJ https://t.co/LfrWfpW";"Bambang Hardiyanto";"0"
"225";"Represi militer &amp pembunuhan terhadap aktivis terjadi saat Megawati berkuasa. #MenolakLupa https://t.co/2d1c2fbguJ https://t.co/LfrWfpW";"Imad #ANTIPKI ðŸ‡®ðŸ‡©";"0"
"226";"Represi militer &amp pembunuhan terhadap aktivis terjadi saat Megawati berkuasa. #MenolakLupa https://t.co/2d1c2fbguJ https://t.co/LfrWfpW";"sita planasari";"0"
"227";"Represi militer &amp pembunuhan terhadap aktivis terjadi saat Megawati berkuasa. #MenolakLupa https://t.co/2d1c2fbguJ https://t.co/LfrWfpW";"fahri";"0"
"228";"Represi militer &amp pembunuhan terhadap aktivis terjadi saat Megawati berkuasa. #MenolakLupa https://t.co/2d1c2fbguJ https://t.co/LfrWfpW";"@_pinkcoconut";"0"
"229";"Represi militer &amp pembunuhan terhadap aktivis terjadi saat Megawati berkuasa. #MenolakLupa https://t.co/2d1c2fbguJ https://t.co/LfrWfpW";"comrADE";"0"
"230";"Represi militer &amp pembunuhan terhadap aktivis terjadi saat Megawati berkuasa. #MenolakLupa https://t.co/2d1c2fbguJ https://t.co/LfrWfpW";"Dimas Satrio W";"0"
"231";"Represi militer &amp pembunuhan terhadap aktivis terjadi saat Megawati berkuasa. #MenolakLupa https://t.co/2d1c2fbguJ https://t.co/LfrWfpW";"Damiri El -Shirazy";"0"
"232";"Represi militer &amp pembunuhan terhadap aktivis terjadi saat Megawati berkuasa. #MenolakLupa https://t.co/2d1c2fbguJ https://t.co/LfrWfpW";"Ã©kalavya prasetyo";"0"
"233";"Represi militer &amp pembunuhan terhadap aktivis terjadi saat Megawati berkuasa. #MenolakLupa https://t.co/2d1c2fbguJ https://t.co/LfrWfpW";"Nopi Saputra";"0"
"234";"Represi militer &amp pembunuhan terhadap aktivis terjadi saat Megawati berkuasa. #MenolakLupa https://t.co/2d1c2fbguJ https://t.co/LfrWfpW";"#BARAKSAWARSA";"0"
"235";"Represi militer &amp pembunuhan terhadap aktivis terjadi saat Megawati berkuasa. #MenolakLupa https://t.co/2d1c2fbguJ https://t.co/LfrWfpW";"Kasiyonopeci";"0"
"236";"Represi militer &amp pembunuhan terhadap aktivis terjadi saat Megawati berkuasa. #MenolakLupa https://t.co/2d1c2fbguJ https://t.co/LfrWfpW";"Adit Ganti Username";"0"
"237";"Represi militer &amp pembunuhan terhadap aktivis terjadi saat Megawati berkuasa. #MenolakLupa https://t.co/2d1c2fbguJ https://t.co/LfrWfpW";"Teguh M.A";"0"
"238";"Represi militer &amp pembunuhan terhadap aktivis terjadi saat Megawati berkuasa. #MenolakLupa https://t.co/2d1c2fbguJ https://t.co/LfrWfpW";"tirto.id";"0"
"239";"HEBOH !!! Pernyataan panglima TNI telak menampar wajah Jokowi juga Megawati: https://t.co/m0t8IxGt7U via @YouTube";"NOMOR 8";"0"
"240";"FMM Tolak Pemberian Honoris Causa Kepada Megawati | https://t.co/i3XX2cyDhB https://t.co/kP5c1eWEMJ";"Jon Saradan";"0"
"241";"Rencana Penganugerahan Doktor HC untuk Megawati Ditentang https://t.co/RYTjQmt7qh";"Afriendi Sikumbang";"0"
"242";"Rencana Penganugerahan Doktor HC untuk Megawati Ditentang https://t.co/DdRgddVm5a";"#SaveRohingya ðŸ‡²ðŸ‡¨";"0"
"243";"Rencana Penganugerahan Doktor HC untuk Megawati Ditentang https://t.co/DdRgddVm5a";"Semut Pancasila";"0"
"244";"FMM Tolak Pemberian Gelar Doktor Kehormatan untuk Megawati https://t.co/XxXQGBjMzo";"â™¡UVâ™¥";"0"
"245";"Rencana Penganugerahan Doktor HC untuk Megawati Ditentang https://t.co/DdRgddVm5a";"arief deÃ«n";"0"
"246";"FMM Tolak Pemberian Gelar Doktor Kehormatan untuk Megawati https://t.co/XxXQGBjMzo";"WASPADA PKI";"0"
"247";"FMM Tolak Pemberian Gelar Doktor Kehormatan untuk Megawati https://t.co/XxXQGBjMzo";"Praditya";"0"
"248";"FMM Tolak Pemberian Gelar Doktor Kehormatan untuk Megawati https://t.co/XxXQGBjMzo";"Boedie tree";"0"
"249";"Wah ditolak ya. Ternyata ada aturannya harus lulus S1 dulu ðŸ˜Š https://t.co/FVNWkJnSkG";"Benny Minarsono";"0.5"
"250";"FMM Tolak Pemberian Gelar Doktor Kehormatan untuk Megawati https://t.co/XxXQGBjMzo";"ðŸ…±â„¢";"0"
"251";"FMM Tolak Pemberian Gelar Doktor Kehormatan untuk Megawati https://t.co/XxXQGBjMzo";"RMS.Wiranata Kusuma";"0"
"252";"FMM Tolak Pemberian Gelar Doktor Kehormatan untuk Megawati https://t.co/XxXQGBjMzo";"Zara Zettira ZR";"0"
"253";"@SATULSM_LIRA @Suka_melody Megawati utk alam gaib";"stopkillingrohingyaâ˜";"0"
"254";"""Forum Masyarakat Minangkabau Tolak Pemberian Gelar Doktor Kehormatan untuk Megawati https://t.co/HEdLxUPO6V""";"#Cermin .....";"0"
"255";"FMM Tolak Pemberian Gelar Doktor Kehormatan untuk Megawati https://t.co/XxXQGBjMzo";"Anwar";"0"
"256";"Fenomena konflik partai Golkar seperti mengulang kejadian PDI ketika Sucipto vs Megawati yg diadudomba rezim ketika itu #savePartaiGolkar";"Antik Putri";"0"
"257";"@TemanJesus @hurry_boro @dewituti_ana @EAndesla @Nanaa_rosaa @RaineMbleketek @dsyamil3 @AnnaBee555 @Indragu78730991 @Manroeunited @Bangsa_FU";"Nana RosaðŸ’";"0.5"
"258";"@ANDRE____OCTA @TemanJesus @hurry_boro @EAndesla @Nanaa_rosaa @RaineMbleketek @dsyamil3 @AnnaBee555 @Indragu78730991 @Manroeunited @Bangsa_F";"gelombang";"0.5"
"259";"Fenomena konflik partai Golkar seperti mengulang kejadian PDI ketika Sucipto vs Megawati yg diadudomba rezim ketika itu #savePartaiGolkar";"Sarahnfdl";"0"
"260";"Partai PDI perjuangan berkoalisi dengan Transformer ,dipimpin 2 ketua . megawati dan megatron";"Pocong Ngidam";"0"
"261";"@TemanJesus @hurry_boro @dewituti_ana @EAndesla @Nanaa_rosaa @RaineMbleketek @dsyamil3 @AnnaBee555 @Indragu78730991 @Manroeunited @Bangsa_FU";"ANDREAS OCTAPUTRA J";"0.5"
"262";"Fenomena konflik partai Golkar seperti mengulang kejadian PDI ketika Sucipto vs Megawati yg diadudomba rezim ketika itu #savePartaiGolkar";"Komar Nurdin";"0"
"263";"Rencana Penganugerahan Doktor HC untuk Megawati Ditentang https://t.co/DdRgddVm5a";"Asep Arif Nurahman";"0"
"264";"Fenomena konflik partai Golkar seperti mengulang kejadian PDI ketika Sucipto vs Megawati yg diadudomba rezim ketika itu #savePartaiGolkar";"@galang_pratomo";"0"
"265";"Fenomena konflik partai Golkar seperti mengulang kejadian PDI ketika Sucipto vs Megawati yg diadudomba rezim ketika itu #savePartaiGolkar";"Jabar1ID";"0"
"266";"Rencana Penganugerahan Doktor HC untuk Megawati Ditentang https://t.co/DdRgddVm5a";"Arman Effendi";"0"
"267";"Forum Masyarakat Minangkabau Tolak Pemberian Gelar Doktor Kehormatan untuk Megawati https://t.co/h8O2KT1mAq";"Budy Sukmadianto";"0"
"268";"Rencana Penganugerahan Doktor HC untuk Megawati Ditentang https://t.co/rcoanzNdnj";"Info Padang";"0"
"269";"Forum Masyarakat Minangkabau Tolak Pemberian Gelar Doktor Kehormatan untuk Megawati https://t.co/h8O2KT1mAq";"amalya";"0"
"270";"Rencana Penganugerahan Doktor HC untuk Megawati Ditentang https://t.co/DdRgddVm5a";"Adrian B. Putra";"0"
"271";"Rencana Penganugerahan Doktor HC untuk Megawati Ditentang https://t.co/DdRgddVm5a";"Zara Zettira ZR";"0"
"272";"Fenomena konflik partai Golkar seperti mengulang kejadian PDI ketika Sucipto vs Megawati yg diadudomba rezim ketika itu #savePartaiGolkar";"Aliaziiiz";"0"
"273";"Fenomena konflik partai Golkar seperti mengulang kejadian PDI ketika Sucipto vs Megawati yg diadudomba rezim ketika itu #savePartaiGolkar";"agit gustav";"0"
"274";"Forum Masyarakat Minangkabau Tolak Pemberian Gelar Doktor Kehormatan untuk Megawati https://t.co/h8O2KT1mAq";"andry syaputra";"0"
"275";"Kl Megawati tahu diri, dia sendiri yg akan menolak pemberian glr DrHC. https://t.co/ZuHhhf0RAD";"Muhammad W. Abbas";"0"
"276";"Forum Masyarakat Minangkabau Tolak Pemberian Gelar Doktor Kehormatan untuk Megawati https://t.co/MsiBwtlTkB";"muhammad radhi";"0"
"277";"Forum Masyarakat Minang Tolak Rencana UNP Beri Gelar Doktor Kehormatan untuk Megawati https://t.co/WQsAbdDsX0";"STRD";"0"
"278";"Rencana Penganugerahan Doktor HC untuk Megawati Ditentang https://t.co/DdRgddVm5a";"D O E L J A N I";"0"
"279";"Soal Megawati &amp San Suu Kyi, mari kita tanyakan pada netizen. Apakah Megawati 11:12 dgn San Suu Kyi?";"Nurreda";"0.5"
"280";"Kasih tau emak banteng kalian Megawati mana laku ditanah minang @budimandjatmiko @Masinton https://t.co/wzbm6mZycu";"D O E L J A N I";"0"
"281";"@rapperhighlight Yakali megawati. ketuaan dong";"m e g";"0"
"282";"@vousmehg tapi sumpah cantik lu kek megawati/?";"Yojun #Celebrate";"0"
"283";"Forum Masyarakat Minangkabau Tolak Pemberian Gelar Doktor Kehormatan untuk Megawati https://t.co/h8O2KT1mAq";"tommy pontoh";"0"
"284";"Forum Masyarakat Minangkabau Tolak Pemberian Gelar Doktor Kehormatan untuk Megawati https://t.co/h8O2KT1mAq";"arnida amir";"0"
"285";"Forum Masyarakat Minangkabau Tolak Pemberian Gelar Doktor Kehormatan untuk Megawati https://t.co/k1NG0Uyfvw";"Ngadiman Bejatmiko";"0"
"286";"Forum Masyarakat Minangkabau Tolak Pemberian Gelar Doktor Kehormatan untuk Megawati https://t.co/h8O2KT1mAq";"Lee";"0"
"287";"Beberapa lulusan TK Mini yang terkenal adalah mantan presidenÂ Megawati Soekarnoputri,Â Guruh Soekarnoputra,Â Hayono IsmanÂ danÂ Ateng.";"Cerita Dunia";"0.5"
"288";"Forum Masyarakat Minang Tolak Rencana UNP Beri Gelar Doktor Kehormatan untuk Megawati https://t.co/WQsAbdDsX0";"AHMAD SAHAL";"0"
"289";"Rencana Penganugerahan Doktor HC untuk Megawati Ditentang https://t.co/DdRgddVm5a";"Adjoe_R_Koto";"0"
"290";"Rencana Penganugerahan Doktor HC untuk Megawati Ditentang https://t.co/DdRgddVm5a";"Teguh Arbianto";"0"
"291";"Forum Masyarakat Minangkabau Tolak Pemberian Gelar Doktor Kehormatan untuk Megawati https://t.co/MsiBwtlTkB";"nyanyianilalang";"0"
"292";"Rencana Penganugerahan Doktor HC untuk Megawati Ditentang https://t.co/DdRgddVm5a";"wuri_styo";"0"
"293";"Rencana Penganugerahan Doktor HC untuk Megawati Ditentang https://t.co/Xxefd7gbMp cc @AlexILukman @pandongs @Yulhendrisutan";"Endri Yanson";"0"
"294";"@supremo_il Increible ...............de Megawati Soekarnoputri que me puede decir?";"Dr.Kaligulin";"0.5"
"295";"Forum Masyarakat Minangkabau Tolak Pemberian Gelar Doktor Kehormatan untuk Megawati https://t.co/h8O2KT1mAq";"HÃ¼rrem Sultan";"0"
"296";"Forum Masyarakat Minangkabau Tolak Pemberian Gelar Doktor Kehormatan untuk Megawati https://t.co/MsiBwtlTkB";"Moertopo";"0"
"297";"#PopulerB1 1: SBY: Saya Terbuka untuk Berkomunikasi dengan Megawati https://t.co/miq4QhSd92 https://t.co/zOzyjQYqJ0";"Dedy F. Moningka";"1"
"298";"Forum Masyarakat Minangkabau Tolak Pemberian Gelar Doktor Kehormatan untuk Megawati https://t.co/h8O2KT1mAq";"ERA-PePesan*PHP*";"0"
"299";"Forum Masyarakat Minangkabau Tolak Pemberian Gelar Doktor Kehormatan untuk Megawati https://t.co/MsiBwtlTkB";"#PeopleofTheLieðŸ”µ";"0"
"300";"Forum Masyarakat Minangkabau Tolak Pemberian Gelar Doktor Kehormatan untuk Megawati https://t.co/MsiBwtlTkB";"r o n i n";"0"
"301";"#PopulerB1 1: SBY: Saya Terbuka untuk Berkomunikasi dengan Megawati https://t.co/miq4QhSd92 https://t.co/zOzyjQYqJ0";"BeritaSatu.com";"1"
"302";"Forum Masyarakat Minangkabau Tolak Pemberian Gelar Doktor Kehormatan untuk Megawati https://t.co/h8O2KT1mAq";"Zara Zettira ZR";"0"
